X,Y,OBJECTID,FACILITY_INTERNAL_ID,FACILITY_NAME,ADDRESS,ADDRESS_2,CITY,STATE,ZIP,ZIP_4,LAT,LON,STATE_FIPS,COUNTY,COUNTY_FIPS,TYPE_DESC,SUB_TYPE_DESC,TYPE_CODE,FACILITY_TYPE_CODE,WI_LICENSE_NUM,ASPEN_FACILITY_ID,MEDICARE_ID
-91.237808,44.291495,94,898,GRAND VIEW CARE CTR,620 Grand View Ave,PO Box 27,Blair,WI,54616,27,44.291495,-91.237808,55,La Crosse,55063,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2893,3860,525624
-87.748356,43.757919,95,900,SHEBOYGAN HEALTH SERVICES,3129 Michigan Ave,,Sheboygan,WI,53082,3062,43.757919,-87.748356,55,Sheboygan,55117,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2921,9370,525456
-88.757844,44.634637,96,901,GREENTREE HEALTH AND REHAB CTR,70 W Green Tree Rd,,Clintonville,WI,54929,1009,44.634637,-88.757844,55,Waupaca,55135,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3051,3890,525348
-90.063109,43.171624,97,902,GREENWAY MANOR,501 S Winsted,PO Box 759,Spring Green,WI,53588,759,43.171624,-90.063109,55,Sauk,55111,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2470,3900,525396
-88.0304,42.94702,98,903,HALES CORNERS CARE CTR,9449 W Forest Home Ave,,Hales Corners,WI,53130,1611,42.94702,-88.0304,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3172,4010,525596
-87.557122,44.15764,99,904,ATRIUM POST ACUTE CARE OF TWO RIVERS,1 Hamilton Dr,,Two Rivers,WI,54241,2335,44.15764,-87.557122,55,Manitowoc,55071,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2225,4020,525664
-88.245835,43.326339,100,906,PAVILION AT GLACIER VALLEY,1900 American Eagle Dr,,Slinger,WI,53086,9043,43.326339,-88.245835,55,Washington,55131,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3232,3710,525461
-91.4861,46.034747,101,907,WATER'S EDGE,11040 N State Road 77,,Hayward,WI,54843,3606,46.034747,-91.4861,55,Sawyer,55113,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2929,4050,525632
-89.74903,43.143671,102,908,HEARTLAND COUNTRY VILLAGE,634 Center St,,Black Earth,WI,53515,9544,43.143671,-89.74903,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2944,1630,525521
-87.954678,43.045025,103,909,CROSSROADS CARE CENTER OF MILWAUKEE,3216 W Highland Blvd,,Milwaukee,WI,53208,3252,43.045025,-87.954678,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3162,7140,525417
-88.602987,44.762867,104,910,SHAWANO HEALTH SERVICES,1436 S Lincoln St,,Shawano,WI,54166,3427,44.762867,-88.602987,55,Shawano,55115,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3175,8130,525335
-90.277291,43.754413,105,912,ELROY HEALTH SERVICES,307 Royall Ave,PO Box 167,Elroy,WI,53929,167,43.754413,-90.277291,55,Juneau,55057,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2852,3070,525452
-87.730419,43.728511,106,913,SHEBOYGAN PROGRESSIVE HEALTH SERVICES,1902 Mead Ave,,Sheboygan,WI,53081,6140,43.728511,-87.730419,55,Sheboygan,55117,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2130,4100,525511
-87.871523,43.402097,107,914,HERITAGE HEALTH SERVICES,1119 N Wisconsin St,,Port Washington,WI,53074,1209,43.402097,-87.871523,55,Ozaukee,55089,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2328,4110,525586
-92.144266,44.781868,108,915,HERITAGE OF ELMWOOD NH,232 Springer Ave,,Elmwood,WI,54740,8806,44.781868,-92.144266,55,Pierce,55093,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2352,4120,525544
-87.98366,42.94892,109,916,DYCORA TRANSITIONAL HEALTH - GREENDALE,5404 W Loomis Rd,,Greendale,WI,53129,1411,42.94892,-87.98366,55,Milwaukee,55079,NURSING HOME (NH),SNF ONLY,2,23,3142,P180,525549
-91.49277,45.0977,110,917,ATRIUM POST ACUTE CARE OF BLOOMER,1840 Priddy St,,Bloomer,WI,54724,1546,45.0977,-91.49277,55,Chippewa,55017,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2807,4140,525580
-88.827874,43.447721,111,921,HILLSIDE MANOR,803 S University Ave,,Beaver Dam,WI,53916,3029,43.447721,-88.827874,55,Dodge,55027,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3140,1460,525447
-91.207304,43.779843,112,923,HILLVIEW HEALTH CARE CTR,3501 Park Lane Dr,,La Crosse,WI,54601,7747,43.779843,-91.207304,55,La Crosse,55063,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2657,4220,525426
